"BGC","Latitude","Longitude","Elevation","MAT","MCMT","TD","MAP","MSP","DD5","PAS","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","DD5_sp","bFFP","AHM","CMD_sp","DD5_sm","Eref_sm","Eref_sp","MWMT","NFFD","PAS_sp","PAS_wt","SHM","PPT_MJ","PPT_JAS","CMDMax","CMD.total"
"BGdh_OR",42.4981663942387,-116.536650205383,1459.56375728642,7.84819504263747,-3.5348416446128,24.0503070243717,293.086174389843,104.047567156176,2005.45287392109,56.6995312472973,-7.92815629702662,-0.895539065608081,9.05414526144639,0.340324840433813,3.42677598464013,13.9861311469739,28.206002110252,16.5965180841679,83.1060488125508,84.751439987546,54.1643920917441,71.064189715116,297.732741770882,148.763115562244,62.3426115233598,168.653987857402,1255.91629910228,493.219345129988,251.335080345251,20.5158338090049,181.414405064605,10.8394478750454,39.5428017919845,203.807828689049,58.2513448532337,45.7925726047775,172.17118987079,1082.27851867227
"BGdw_OR",45.2783971881759,-117.921072931115,993.708625525947,7.65834502103787,-2.57798036465638,21.0429172510519,466.433380084151,158.664796633941,1808.56241234222,76.7068723702665,-6.12510518934081,-0.45203366058906,7.19523141654979,0.541374474053296,3.564095371669,13.8311360448808,26.8371669004208,15.8706872370266,140.51332398317,126.086956521739,86.1009817671809,113.744740532959,280.772791023843,149.81206171108,38.7227208976157,115.475455820477,1107.96213183731,464.398316970547,240.144460028051,18.4646563814867,188.537166900421,12.4824684431978,54.7124824684432,119.917671809257,84.2440392706872,74.4193548387097,154.214586255259,826.130434782609
"BGdw_WA",47.6340073681767,-118.994420833175,668.4029375,8.345125,-3.84575,24.19475,305.7835,87.94725,2122.16825,64.34,-6.176475,1.27435,10.266475,2.082625,1.723275,14.823175,27.6014,15.1622,108.574,74.95675,47.54375,74.7095,374.96375,131.005,61.381025,163.16375,1283.2935,449.14275,238.11825,20.34845,211.43875,3.93525,52.364,236.7258,46.42425,41.523,153.826,980.6805
"BGmk_MT",43.8386959353426,-111.517477613971,1953.21124102716,3.8159994079775,-8.37258935839562,25.3758084807223,357.208169910457,182.54162658181,1326.65181676904,118.316732035817,-13.4832975653075,-4.66988825575372,5.95799600384815,-3.16253977651151,-0.868215792200104,9.93255383704581,24.3600754828683,12.4609857174573,68.1977355139495,103.583660179087,103.594168578406,81.837933841486,144.548508843336,169.015022570858,40.6236586990306,95.2938651668763,938.363723821505,431.744098275734,173.459927477244,17.003019314734,134.60097683712,39.3743062236365,60.7441722785466,95.4083401169244,90.9718049285873,91.5670095463628,132.250647524606,853.521571819729
"BGmk_NV",41.7492904915914,-116.152340027064,2029.6196817563,5.73308373042886,-4.60447583390061,22.7381041524847,476.633083730429,145.729748127978,1516.92188563649,163.584751531654,-8.91611640571818,-2.85401633764466,7.7675459496256,-0.253931245745405,1.76797140912185,10.1746936691627,24.6726514635807,13.5087814840027,146.43413886998,142.017528931246,72.1713750850919,116.010891763104,151.380020422056,163.727705922396,35.0160823689585,80.8789993192648,1036.09887678693,435.630190605854,182.963750850919,18.131586113002,161.457624234173,51.8230088495575,92.1817562968005,128.560568413887,85.4598366235534,60.2612321307012,147.383594281824,767.967154526889
"BGmm_MT",44.9451909235041,-109.814354559055,1435.55523066927,6.99746588693957,-5.76393762183236,26.2409356725146,302.669915529565,186.233918128655,1946.18843404808,39.2397660818713,-10.5786874593892,-1.25555555555556,9.87803768680962,-0.0591293047433398,2.08869395711501,13.4111111111111,27.3517218973359,15.1411955815465,32.4821312540611,103.83885640026,99.6907082521118,66.6699155295646,294.445743989604,140.939571150097,57.9608836907083,133.905782975958,1254.28265107212,459.879142300195,236.397660818713,20.4775828460039,177.077972709552,12.2631578947368,22.3216374269006,112.659259259259,103.942170240416,82.2852501624431,145.078622482131,992.692007797271
"BGmw_OR",45.5175242389917,-117.105289532131,1342.1280623608,5.98106904231626,-3.98752783964365,20.8672605790646,456.928730512249,205.162583518931,1462.52561247216,97.5189309576837,-7.80066815144766,-2.04855233853007,6.54543429844098,-0.0585746102449889,1.96080178173719,11.367706013363,24.3405345211581,13.5523385300668,100.095768374165,135.850779510022,113.469933184855,107.552338530067,174.841870824053,160.516703786192,35.1356347438753,77.3006681514477,964.721603563474,420.810690423163,212.837416481069,16.8792873051225,167.15144766147,28.0801781737194,56.5167037861915,82.6122494432071,108.164810690423,96.9977728285078,131.685968819599,741.581291759465
"BGmw_WA",46.3453253901832,-118.024619996461,471.052609356528,10.5557507177842,-0.439064347238642,22.5142205708495,392.465630805607,110.545684850532,2559.27157574734,32.2648201317345,-2.89113325451782,3.30015200135112,12.0330687383888,4.33393007937848,5.02805269380172,16.4228339807465,29.0713730788718,17.1465461915217,133.601587569667,104.43269717953,57.2494511062321,97.1874683330519,494.118223273096,117.094409728086,55.4554467150819,152.140854585374,1431.3681810505,471.416314811687,255.011146765749,22.075358892079,252.645667961493,2.07211619658841,26.1138321229522,218.968603276474,59.7871981084276,50.7659179192704,162.295389292349,931.918932612734
"BGwm_WA",47.0492304162222,-117.259909909747,753.123451576577,8.37471846846847,-2.46452702702703,21.9689752252252,519.708333333333,150.157657657658,2008.25168918919,84.0433558558559,-4.66880630630631,1.46644144144144,9.54566441441441,2.53761261261261,2.73474099099099,13.7581644144144,26.5926801801802,15.0284346846847,184.158220720721,132.334459459459,80.4346846846847,122.795045045045,338.068130630631,129.941441441441,35.7047297297297,101.122184684685,1204.26182432432,437.47240990991,225.361486486486,19.5068130630631,221.728040540541,8.40315315315315,65.7759009009009,131.376970720721,81.9358108108108,68.2708333333333,143.442004504504,723.23704954955
"BGxh_WA",46.3616814316393,-119.702846516665,449.964677436784,10.0958234277069,-1.26862437864707,22.7902906851091,255.319861681435,67.5164253295872,2468.03187810676,29.5712124486708,-3.90336611195159,2.59984331100065,11.4338880484115,3.54541279446726,4.50354981629566,16.7136967797709,28.8629619623946,17.0113518478496,93.7517289820618,61.7571860816944,34.7682083423384,65.0422519991355,480.197428139183,123.558137021828,82.5580073481738,200.236492327642,1394.26772206613,471.69105251783,261.993408255889,21.5213961530149,238.157121244867,1.47357899286795,24.3712448670845,342.119402420575,35.3508752971688,32.1703047330884,166.353901015777,1096.87562135293
